record_id,source,audience,city,type,name,first_name,instagram,has_instagram,followers,email,email_found_on,phone,phone_found_on,website,contactable,incomplete_because
osm-NYC-dancestudio-00029,Unlabelled,localbiz,NYC,Dance Studio,Green Space,,,False,,,,,,https://www.greenspacestudio.org,no,"No contact, and city not provable"
osm-NYC-dancestudio-00030,Unlabelled,localbiz,NYC,Dance Studio,Martha's Dance Center,,,False,,,,,,https://www.marthasdancecenter.com/,no,"No contact, and city not provable"
osm-NYC-dancestudio-00031,Unlabelled,localbiz,NYC,Dance Studio,Dancing Dreams,,,False,,,,,,https://dancingdreams.org/,no,"No contact, and city not provable"
osm-NYC-dancestudio-00043,Unlabelled,localbiz,NYC,Dance Studio,Rod Rogers Dance Company,,,False,,,,,,https://www.rodrodgersdance.org/,no,"No contact, and city not provable"
osm-NYC-dancestudio-00044,Unlabelled,localbiz,NYC,Dance Studio,ReVision Lounge and Gallery,,,False,,,,,,http://www.revisionlounge.com/,no,"No contact, and city not provable"
osm-NYC-dancestudio-00045,Unlabelled,localbiz,NYC,Dance Studio,Ripley-Grier Flexible Spaces,,,False,,,,,,https://ripleygrier.com/ripley-grier-studios-520-8th-ave-for-rent.html,no,"No contact, and city not provable"
osm-NYC-dancestudio-00046,Unlabelled,localbiz,NYC,Dance Studio,Bridge for Dance,,,False,,,,,,https://www.bridgefordance.com,no,"No contact, and city not provable"
osm-NYC-dancestudio-00047,Unlabelled,localbiz,NYC,Dance Studio,Dance with Miss Rachel,,,False,,,,,,https://www.dancewithmissrachel.com/,no,"No contact, and city not provable"
osm-NYC-dancestudio-00048,Unlabelled,localbiz,NYC,Dance Studio,PMT House of Dance,,,False,,,,,,https://www.pmthouseofdance.com/,no,"No contact, and city not provable"
osm-NYC-dancestudio-00049,Unlabelled,localbiz,NYC,Dance Studio,Luigi's Jazz Centre,,,False,,,,,,https://www.luigijazz.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00050,Unlabelled,localbiz,NYC,Dentist,Steve Alper DMD,,,False,,,,,,https://alperdmd.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00051,Unlabelled,localbiz,NYC,Dentist,Tend,,,False,,,,,,https://www.hellotend.com/studios/new-york-city/wall-street,no,"No contact, and city not provable"
osm-NYC-dentist-00052,Unlabelled,localbiz,NYC,Dentist,Smile Pop,,,False,,,,,,https://www.smilepop.com,no,"No contact, and city not provable"
osm-NYC-dentist-00053,Unlabelled,localbiz,NYC,Dentist,Village Dental Surgery,,,False,,,,,,https://villagedentalmedicine.com,no,"No contact, and city not provable"
osm-NYC-dentist-00054,Unlabelled,localbiz,NYC,Dentist,Park South Dentistry,,,False,,,,,,https://www.parksouthdentistry.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00055,Unlabelled,localbiz,NYC,Dentist,Integrated Aesthetic Dentistry,,,False,,,,,,https://www.iadentistry.com/contactus/park-avenue-office/,no,"No contact, and city not provable"
osm-NYC-dentist-00056,Unlabelled,localbiz,NYC,Dentist,Manhattan Periodontics & Implant Dentistry,,,False,,,,,,https://www.periony.com,no,No email or phone printed on their own pages
osm-NYC-dentist-00057,Unlabelled,localbiz,NYC,Dentist,"Dr. Sara B. Babich, DDS",,,False,,,,,,https://www.nycpediatricdentist.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00058,Unlabelled,localbiz,NYC,Dentist,"Gibbs Orthodontic Associates, P.C",,,False,,,,,,https://www.gibbsortho.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00059,Unlabelled,localbiz,NYC,Dentist,Concerned Dental Care,,,False,,,,,,https://concerneddentalcare.com/upper-west-side,no,"No contact, and city not provable"
osm-NYC-dentist-00060,Unlabelled,localbiz,NYC,Dentist,UWS Dental,,,False,,,,,,https://uwsdentalonline.com,no,"No contact, and city not provable"
osm-NYC-dentist-00061,Unlabelled,localbiz,NYC,Dentist,The Dental Office of Dr. Ronald Birnbaum,,,False,,,,,,http://www.drbirnbaum.com,no,"No contact, and city not provable"
osm-NYC-dentist-00062,Unlabelled,localbiz,NYC,Dentist,"Maheshkumar Shah, DDS",,,False,,,,,,https://www.maheshkumarshahdds.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00063,Unlabelled,localbiz,NYC,Dentist,"Andrew M. Lutzker, D.M.D.",,,False,,,,,,http://andrewlutzkerdmd.com,no,"No contact, and city not provable"
osm-NYC-dentist-00064,Unlabelled,localbiz,NYC,Dentist,Central Park South Dental Care,,,False,,,,,,https://www.200centralparkdental.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00065,Unlabelled,localbiz,NYC,Dentist,Midtown Dental Group,,,False,,,,,,https://www.midtowndentalspecialists.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00066,Unlabelled,localbiz,NYC,Dentist,NYC Dental Implants Center,,,False,,,,,,https://www.nycdentalimplantscenter.com,no,No email or phone printed on their own pages
osm-NYC-dentist-00067,Unlabelled,localbiz,NYC,Dentist,Bella Dental,,,False,,,,,,https://www.belladentalnyc.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00068,Unlabelled,localbiz,NYC,Dentist,Making You Smile Cosmetic Dental Studio,,,False,,,,,,https://makingyousmile.nyc/,no,"No contact, and city not provable"
osm-NYC-dentist-00069,Unlabelled,localbiz,NYC,Dentist,"Esthetix Dentist, NYC's Dental Implant & Cosmetic Specialist",,,False,,,,,,https://www.esthetixdentalspa.com/,no,No email or phone printed on their own pages
osm-NYC-dentist-00070,Unlabelled,localbiz,NYC,Dentist,Greene Street Dental,,,False,,,,,,https://www.greenestreetdental.com,no,"No contact, and city not provable"
osm-NYC-dentist-00071,Unlabelled,localbiz,NYC,Dentist,W Dental,,,False,,,,,,https://www.wdentalwillowpark.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00072,Unlabelled,localbiz,NYC,Dentist,SLim Dental Kids,,,False,,,,,,https://www.slimdentalkids.com,no,"No contact, and city not provable"
osm-NYC-dentist-00073,Unlabelled,localbiz,NYC,Dentist,National Dental,,,False,,,,,,https://uppereastside.lovenationaldental.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00074,Unlabelled,localbiz,NYC,Dentist,Soho Smile,,,False,,,,,,https://www.sohosmile.com,no,No email or phone printed on their own pages
osm-NYC-dentist-00075,Unlabelled,localbiz,NYC,Dentist,Bowery Dental,,,False,,,,,,https://bowerydental.nyc,no,"No contact, and city not provable"
osm-NYC-dentist-00076,Unlabelled,localbiz,NYC,Dentist,Diamond Braces,,,False,,,,,,https://diamondbraces.com/locations/park-slope-brooklyn,no,"No contact, and city not provable"
osm-NYC-dentist-00077,Unlabelled,localbiz,NYC,Dentist,Sound Dental,,,False,,,,,,https://www.sounddentalnyc.com,no,"No contact, and city not provable"
osm-NYC-dentist-00078,Unlabelled,localbiz,NYC,Dentist,Dental Place,,,False,,,,,,https://dentalplaceny.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00079,Unlabelled,localbiz,NYC,Dentist,Glenn Reit D.D.S.,,,False,,,,,,https://www.reitdds.com,no,"No contact, and city not provable"
osm-NYC-dentist-00080,Unlabelled,localbiz,NYC,Dentist,Bright Smile Design Dental,,,False,,,,,,https://www.brightsmiledesign.com,no,"No contact, and city not provable"
osm-NYC-dentist-00081,Unlabelled,localbiz,NYC,Dentist,Sound Dentistry,,,False,,,,,,http://sound-dentistry.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00082,Unlabelled,localbiz,NYC,Dentist,Shalman Dentistry,,,False,,,,,,https://www.shalmandentistry.com,no,"No contact, and city not provable"
osm-NYC-dentist-00083,Unlabelled,localbiz,NYC,Dentist,Coliseum Dental East,,,False,,,,,,https://coliseumdental.com,no,"No contact, and city not provable"
osm-NYC-dentist-00084,Unlabelled,localbiz,NYC,Dentist,Tribeca Smiles,,,False,,,,,,https://www.tribecasmiles.com,no,No email or phone printed on their own pages
osm-NYC-dentist-00085,Unlabelled,localbiz,NYC,Dentist,Empower Your Smile DDS,,,False,,,,,,https://empoweryoursmile.com,no,"No contact, and city not provable"
osm-NYC-dentist-00086,Unlabelled,localbiz,NYC,Dentist,Soul Dental West,,,False,,,,,,https://souldentalnyc.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00087,Unlabelled,localbiz,NYC,Dentist,Mint+Bella Dental,,,False,,,,,,https://dentistgreenwichvillageny.com,no,"No contact, and city not provable"
osm-NYC-dentist-00088,Unlabelled,localbiz,NYC,Dentist,Revitta Smile,,,False,,,,,,https://www.revittasmile.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00089,Unlabelled,localbiz,NYC,Dentist,Dr. Ronald Biondo Oral & Maxillofacial Surgeon,,,False,,,,,,https://drbiondooralsurgeon.com,no,"No contact, and city not provable"
osm-NYC-dentist-00090,Unlabelled,localbiz,NYC,Dentist,Parsons Smile Center,,,False,,,,,,https://parsonssmilecenter.com/manhattan,no,"No contact, and city not provable"
osm-NYC-dentist-00091,Unlabelled,localbiz,NYC,Dentist,Tooth Works,,,False,,,,,,https://www.toothworksnyc.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00092,Unlabelled,localbiz,NYC,Dentist,New York Smiles,,,False,,,,,,https://newyorksmilesdental.com,no,No email or phone printed on their own pages
osm-NYC-dentist-00093,Unlabelled,localbiz,NYC,Dentist,New York Family Dental Arts,,,False,,,,,,https://dentalartsny.com,no,No email or phone printed on their own pages
osm-NYC-dentist-00094,Unlabelled,localbiz,NYC,Dentist,Smiles on Smiles,,,False,,,,,,https://www.smilesonsmilesdentalcare.com,no,"No contact, and city not provable"
osm-NYC-dentist-00095,Unlabelled,localbiz,NYC,Dentist,Sunshine Smiles,,,False,,,,,,https://sunshinesmilesny.com,no,"No contact, and city not provable"
osm-NYC-dentist-00096,Unlabelled,localbiz,NYC,Dentist,Dental 365,,,False,,,,,,https://www.godental365.com/location/ny/new-york-county/dental365-upper-west-side,no,"No contact, and city not provable"
osm-NYC-dentist-00097,Unlabelled,localbiz,NYC,Dentist,Uptown Dental,,,False,,,,,,https://uptownnycdental.com,no,"No contact, and city not provable"
osm-NYC-dentist-00098,Unlabelled,localbiz,NYC,Dentist,Park Smiles NYC,,,False,,,,,,https://www.parksmilesnyc.com/,no,No email or phone printed on their own pages
osm-NYC-dentist-00099,Unlabelled,localbiz,NYC,Dentist,Cosmetic Dentistry Center NYC,,,False,,,,,,https://www.cosmeticdentistrycenternyc.com/,no,No email or phone printed on their own pages
osm-NYC-dentist-00100,Unlabelled,localbiz,NYC,Dentist,"Mehrdad Noorani, DMD",,,False,,,,,,https://smileforevernyc.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00101,Unlabelled,localbiz,NYC,Dentist,Massol Dental,,,False,,,,,,https://massoldentalnyc.com,no,"No contact, and city not provable"
osm-NYC-dentist-00102,Unlabelled,localbiz,NYC,Dentist,Century Dentistry Center,,,False,,,,,,https://www.centurymedicaldental.com/dentistry/,no,"No contact, and city not provable"
osm-NYC-dentist-00103,Unlabelled,localbiz,NYC,Dentist,Manhattan Bridge Orthodontics,,,False,,,,,,https://manhattanbridgeortho.com/,no,No email or phone printed on their own pages
osm-NYC-dentist-00104,Unlabelled,localbiz,NYC,Dentist,Central Park West Dentistry,,,False,,,,,,https://www.cpwdentistry.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00105,Unlabelled,localbiz,NYC,Dentist,NYC Dentistry Center,,,False,,,,,,https://www.nycdentistrycenter.com/,no,No email or phone printed on their own pages
osm-NYC-dentist-00106,Unlabelled,localbiz,NYC,Dentist,Open Sesame Dentistry,,,False,,,,,,https://opensesamekids.com/,no,"No contact, and city not provable"
osm-NYC-dentist-00107,Unlabelled,localbiz,NYC,Dentist,Manhattan Dental Arts,,,False,,,,,,https://manhattandentalarts.com/,no,No email or phone printed on their own pages
osm-NYC-dentist-00108,Unlabelled,localbiz,NYC,Dentist,Tribeca Dental Design,,,False,,,,,,https://tribecadentaldesign.com/,no,No email or phone printed on their own pages
osm-NYC-dentist-00109,Unlabelled,localbiz,NYC,Dentist,Manhattan Oral Surgery and Implant Center,,,False,,,,,,https://www.manhattanoralsurgerycenter.com/,no,No email or phone printed on their own pages
osm-NYC-dentist-00110,Unlabelled,localbiz,NYC,Dentist,Dentistry By Design,,,False,,,,,,https://dentistrybydesignks.com/,no,"No contact, and city not provable"
osm-NYC-drivingschoo-00032,Unlabelled,localbiz,NYC,Driving School,26 MPH Driving School,,,False,,,,,,https://www.26mphdrivingschool.com/,no,"No contact, and city not provable"
osm-NYC-drivingschoo-00033,Unlabelled,localbiz,NYC,Driving School,Ferrari Driving School,,,False,,,,,,https://www.ferraridrivingschool.com/contact/queens-driving-school/,no,"No contact, and city not provable"
osm-NYC-drivingschoo-00034,Unlabelled,localbiz,NYC,Driving School,One Way Driving LLC,,,False,,,,,,http://onewaydrivingny.com/,no,"No contact, and city not provable"
osm-NYC-drivingschoo-00035,Unlabelled,localbiz,NYC,Driving School,Zapiti Auto School and Services,,,False,,,,,,https://zapitiautoschool.com/index.html,no,"No contact, and city not provable"
osm-NYC-drivingschoo-00036,Unlabelled,localbiz,NYC,Driving School,"NYC Driver Institute, Inc.",,,False,,,,,,https://www.driverinstitute.nyc/,no,No email or phone printed on their own pages
osm-NYC-drivingschoo-00037,Unlabelled,localbiz,NYC,Driving School,Blue Steel Auto School,,,False,,,,,,https://bluesteelautoschool.com,no,"No contact, and city not provable"
osm-NYC-drivingschoo-00038,Unlabelled,localbiz,NYC,Driving School,Acai Driving School,,,False,,,,,,https://acaidrivingschool.com,no,"No contact, and city not provable"
osm-NYC-drivingschoo-00039,Unlabelled,localbiz,NYC,Driving School,SK Driving School,,,False,,,,,,https://skdrivingschoolny.com/#,no,"No contact, and city not provable"
osm-NYC-drivingschoo-00040,Unlabelled,localbiz,NYC,Driving School,Yesmin Driving School,,,False,,,,,,https://www.yesmindrivingschool.com/,no,"No contact, and city not provable"
osm-NYC-drycleaner-00020,Unlabelled,localbiz,NYC,Dry Cleaner,Ken Rall 77 Cleaning,,,False,,,,,,https://www.77cleaning.com/,no,"No contact, and city not provable"
osm-NYC-drycleaner-00021,Unlabelled,localbiz,NYC,Dry Cleaner,Absolute Cleaners,,,False,,,,,,https://www.absolutecleaners.net/,no,"No contact, and city not provable"
osm-NYC-drycleaner-00022,Unlabelled,localbiz,NYC,Dry Cleaner,Astoria Laundry Depot,,,False,,,,,,http://www.astorialaundrydepot.com,no,No email or phone printed on their own pages
osm-NYC-drycleaner-00023,Unlabelled,localbiz,NYC,Dry Cleaner,Tina's Laundromat & Dry Cleaners,,,False,,,,,,https://tina-s-laundromat-dry-cleaner-inc.hub.biz/,no,"No contact, and city not provable"
osm-NYC-drycleaner-00024,Unlabelled,localbiz,NYC,Dry Cleaner,Hippodrome Concierge,,,False,,,,,,http://www.hippodromeconcierge.com,no,"No contact, and city not provable"
osm-NYC-drycleaner-00025,Unlabelled,localbiz,NYC,Dry Cleaner,CL Cleaners,,,False,,,,,,https://cleanersnyc.com,no,"No contact, and city not provable"
osm-NYC-drycleaner-00026,Unlabelled,localbiz,NYC,Dry Cleaner,Perma French Cleaners,,,False,,,,,,https://permafrenchcleaners.com,no,"No contact, and city not provable"
osm-NYC-florist-00051,Unlabelled,localbiz,NYC,Florist,Creative Florist,,,False,,,,,,https://www.cflowershop.com,no,"No contact, and city not provable"
osm-NYC-florist-00052,Unlabelled,localbiz,NYC,Florist,Flowers by Giorgie,,,False,,,,,,https://www.flowersbygiorgie.com/,no,"No contact, and city not provable"
osm-NYC-florist-00053,Unlabelled,localbiz,NYC,Florist,Ora La Casa de Las Flores,,,False,,,,,,https://orabytangni.com/,no,"No contact, and city not provable"
osm-NYC-florist-00054,Unlabelled,localbiz,NYC,Florist,FLorEsta,,,False,,,,,,https://florestanyc.com/,no,"No contact, and city not provable"
osm-NYC-florist-00055,Unlabelled,localbiz,NYC,Florist,Bayside Florist,,,False,,,,,,https://www.baysideflorist.com/,no,"No contact, and city not provable"
osm-NYC-florist-00056,Unlabelled,localbiz,NYC,Florist,Flowers by Nonna,,,False,,,,,,https://www.flowersbynonna.net/,no,"No contact, and city not provable"
osm-NYC-florist-00057,Unlabelled,localbiz,NYC,Florist,Heavenly Florist,,,False,,,,,,https://www.heavenlyfloristny.com/,no,"No contact, and city not provable"
osm-NYC-florist-00058,Unlabelled,localbiz,NYC,Florist,Flowers By Peter,,,False,,,,,,https://www.flowersbypeter.net,no,"No contact, and city not provable"
osm-NYC-florist-00059,Unlabelled,localbiz,NYC,Florist,Astoria Florist,,,False,,,,,,http://places.singleplatform.com/astoria-florist/menu,no,No email or phone printed on their own pages
osm-NYC-florist-00060,Unlabelled,localbiz,NYC,Florist,Studio Arts Florist,,,False,,,,,,https://studioarts.florist,no,"No contact, and city not provable"
osm-NYC-florist-00061,Unlabelled,localbiz,NYC,Florist,Go Green Floral Design,,,False,,,,,,https://www.gogreenfloraldesign.com,no,"No contact, and city not provable"
osm-NYC-florist-00062,Unlabelled,localbiz,NYC,Florist,Diya Flowers by Shanta,,,False,,,,,,https://flowersbyshanta.com,no,"No contact, and city not provable"
osm-NYC-florist-00063,Unlabelled,localbiz,NYC,Florist,Fern Botanica,,,False,,,,,,https://www.fernbotanica.com/,no,"No contact, and city not provable"
osm-NYC-hairsalon-00001,Unlabelled,localbiz,NYC,Hair Salon,Ascend Day Spa,,,False,,,,,,https://www.ascendspa.com/,no,"No contact, and city not provable"
osm-NYC-hairsalon-00002,Unlabelled,localbiz,NYC,Hair Salon,Chafi's Hair Salon,,,False,,,,,,https://chafis-hair-salon.negocio.site/,no,"No contact, and city not provable"
osm-NYC-hairsalon-00003,Unlabelled,localbiz,NYC,Hair Salon,Kakaboka Hair Salon,,,False,,,,,,http://www.kakabokahair.com/,no,"No contact, and city not provable"
osm-NYC-hairsalon-00004,Unlabelled,localbiz,NYC,Hair Salon,Mam African Hair Braiding,,,False,,,,,,https://www.mamhairbraiding.com/,no,"No contact, and city not provable"
osm-NYC-hairsalon-00005,Unlabelled,localbiz,NYC,Hair Salon,True Human Hair,,,False,,,,,,https://www.thetruehair.com,no,"No contact, and city not provable"
osm-NYC-hairsalon-00006,Unlabelled,localbiz,NYC,Hair Salon,LIC Kids Cuts,,,False,,,,,,http://lickidscuts.com,no,"No contact, and city not provable"
osm-NYC-hairsalon-00007,Unlabelled,localbiz,NYC,Hair Salon,Celtic Hair Design,,,False,,,,,,https://www.angeliteholistic.com/,no,"No contact, and city not provable"
osm-NYC-hairsalon-00008,Unlabelled,localbiz,NYC,Hair Salon,Get Nellafyd Hair & Makeup Studio,,,False,,,,,,https://www.getnellafyd.com/,no,"No contact, and city not provable"
osm-NYC-hairsalon-00009,Unlabelled,localbiz,NYC,Hair Salon,Amy Hair Salon,,,False,,,,,,https://www.facebook.com/Amy-Hair-Salon-467751333408028/,no,"No contact, and city not provable"
osm-NYC-hairsalon-00010,Unlabelled,localbiz,NYC,Hair Salon,The Hair Studio NYC,,,False,,,,,,https://www.thehairstudionyc.com,no,No email or phone printed on their own pages
osm-NYC-hairsalon-00011,Unlabelled,localbiz,NYC,Hair Salon,The Beauty Lounge,,,False,,,,,,https://www.thebeautyloungenyc.com/,no,"No contact, and city not provable"
osm-NYC-hairsalon-00012,Unlabelled,localbiz,NYC,Hair Salon,Prestige,,,False,,,,,,https://barbershopinqueensny.com,no,"No contact, and city not provable"
osm-NYC-hairsalon-00013,Unlabelled,localbiz,NYC,Hair Salon,MG LIC Hair Artistic Studio,,,False,,,,,,https://mghairartistic.com/ny-longislandcity,no,"No contact, and city not provable"
osm-NYC-hairsalon-00014,Unlabelled,localbiz,NYC,Hair Salon,LZ Salon & Spa,,,False,,,,,,https://www.lzsalonspa.com,no,"No contact, and city not provable"
osm-NYC-hairsalon-00015,Unlabelled,localbiz,NYC,Hair Salon,Beauty 21,,,False,,,,,,http://www.beauty21hair.com/,no,"No contact, and city not provable"
osm-NYC-hairsalon-00016,Unlabelled,localbiz,NYC,Hair Salon,Touch of Class Salon and Spa,,,False,,,,,,https://www.touchofclassny.com,no,"No contact, and city not provable"
osm-NYC-hairsalon-00017,Unlabelled,localbiz,NYC,Hair Salon,Contura Fine Hair Salon,,,False,,,,,,https://www.conturanyc.com/,no,"No contact, and city not provable"
osm-NYC-hairsalon-00018,Unlabelled,localbiz,NYC,Hair Salon,Groomers and Pomade,,,False,,,,,,https://www.groomersandpomade.com/copy-of-bushwick-studio-loft,no,"No contact, and city not provable"
osm-NYC-hairsalon-00019,Unlabelled,localbiz,NYC,Hair Salon,Gigi's Styling Studio,,,False,,,,,,https://www.gigistylingstudio.com/,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00048,Unlabelled,localbiz,NYC,Hardware Store,Platz Hardware True Value,,,False,,,,,,https://www.truevalue.com/platzhdwetruevalue,no,"No contact, and city not provable"
